row_index,split,prompt,a,b,answer,route_label,base_text,phase8_frozen_15201_text,phase8_frozen_15201_exact,phase8_frozen_15201_route,phase8_frozen_15201_operands_exact,phase8_frozen_15201_preserved,phase8_frozen_15202_text,phase8_frozen_15202_exact,phase8_frozen_15202_route,phase8_frozen_15202_operands_exact,phase8_frozen_15202_preserved,phase8_frozen_15203_text,phase8_frozen_15203_exact,phase8_frozen_15203_route,phase8_frozen_15203_operands_exact,phase8_frozen_15203_preserved,generic_15201_text,generic_15201_exact,generic_15201_route,generic_15201_operands_exact,generic_15201_preserved,generic_15202_text,generic_15202_exact,generic_15202_route,generic_15202_operands_exact,generic_15202_preserved,generic_15203_text,generic_15203_exact,generic_15203_route,generic_15203_operands_exact,generic_15203_preserved,hard_15201_text,hard_15201_exact,hard_15201_route,hard_15201_operands_exact,hard_15201_preserved,hard_15202_text,hard_15202_exact,hard_15202_route,hard_15202_operands_exact,hard_15202_preserved,hard_15203_text,hard_15203_exact,hard_15203_route,hard_15203_operands_exact,hard_15203_preserved
196,phase9_confirmatory_negative_cancelled,Ignore the canceled instruction: add 92 and 53.,92,53,,False,The instruction to add 92 and,145,False,True,False,False,145,False,True,False,False,145,False,True,False,False,The instruction to add 92 and,False,False,False,True,The instruction to add 92 and,False,False,False,True,The instruction to add 92 and,False,False,False,True,145,False,True,False,False,145,False,True,False,False,145,False,True,False,False
197,phase9_confirmatory_negative_cancelled,Ignore the canceled instruction: add 619 and 3.,619,3,,False,To add 619 and,To add 619 and,False,False,False,True,To add 619 and,False,False,False,True,To add 619 and,False,False,False,True,To add 619 and,False,False,False,True,To add 619 and,False,False,False,True,To add 619 and,False,False,False,True,To add 619 and,False,False,False,True,To add 619 and,False,False,False,True,To add 619 and,False,False,False,True
198,phase9_confirmatory_negative_cancelled,Ignore the canceled instruction: add 44 and 606.,44,606,,False,The total number of students enrolled in,650,False,True,False,False,650,False,True,False,False,650,False,True,False,False,The total number of students enrolled in,False,False,False,True,The total number of students enrolled in,False,False,False,True,The total number of students enrolled in,False,False,False,True,650,False,True,False,False,650,False,True,False,False,650,False,True,False,False
199,phase9_confirmatory_negative_cancelled,Ignore the canceled instruction: add 83 and 24.,83,24,,False,The instruction to add 83 and,107,False,True,False,False,107,False,True,False,False,107,False,True,False,False,The instruction to add 83 and,False,False,False,True,The instruction to add 83 and,False,False,False,True,The instruction to add 83 and,False,False,False,True,107,False,True,False,False,107,False,True,False,False,107,False,True,False,False
200,phase9_confirmatory_negative_subtraction,Compute the signed difference 1854 minus 46.,1854,46,,False,To compute the signed difference between 1,To compute the signed difference between 1,False,False,False,True,To compute the signed difference between 1,False,False,False,True,To compute the signed difference between 1,False,False,False,True,To compute the signed difference between 1,False,False,False,True,To compute the signed difference between 1,False,False,False,True,To compute the signed difference between 1,False,False,False,True,To compute the signed difference between 1,False,False,False,True,To compute the signed difference between 1,False,False,False,True,To compute the signed difference between 1,False,False,False,True
201,phase9_confirmatory_negative_subtraction,Compute the signed difference 554 minus 6122.,554,6122,,False,To compute the signed difference between 5,To compute the signed difference between 5,False,False,False,True,To compute the signed difference between 5,False,False,False,True,To compute the signed difference between 5,False,False,False,True,To compute the signed difference between 5,False,False,False,True,To compute the signed difference between 5,False,False,False,True,To compute the signed difference between 5,False,False,False,True,To compute the signed difference between 5,False,False,False,True,To compute the signed difference between 5,False,False,False,True,To compute the signed difference between 5,False,False,False,True
202,phase9_confirmatory_negative_subtraction,Compute the signed difference 79 minus 296.,79,296,,False,To compute the signed difference between 7,To compute the signed difference between 7,False,False,False,True,To compute the signed difference between 7,False,False,False,True,To compute the signed difference between 7,False,False,False,True,To compute the signed difference between 7,False,False,False,True,To compute the signed difference between 7,False,False,False,True,To compute the signed difference between 7,False,False,False,True,To compute the signed difference between 7,False,False,False,True,To compute the signed difference between 7,False,False,False,True,To compute the signed difference between 7,False,False,False,True
203,phase9_confirmatory_negative_subtraction,Compute the signed difference 7 minus 6809.,7,6809,,False,To compute the signed difference between 7,To compute the signed difference between 7,False,False,False,True,To compute the signed difference between 7,False,False,False,True,To compute the signed difference between 7,False,False,False,True,To compute the signed difference between 7,False,False,False,True,To compute the signed difference between 7,False,False,False,True,To compute the signed difference between 7,False,False,False,True,To compute the signed difference between 7,False,False,False,True,To compute the signed difference between 7,False,False,False,True,To compute the signed difference between 7,False,False,False,True
204,phase9_confirmatory_negative_subtraction,Deduct 832 from 48.,832,48,,False,To deduct 832 from,To deduct 832 from,False,False,False,True,To deduct 832 from,False,False,False,True,To deduct 832 from,False,False,False,True,To deduct 832 from,False,False,False,True,To deduct 832 from,False,False,False,True,To deduct 832 from,False,False,False,True,To deduct 832 from,False,False,False,True,To deduct 832 from,False,False,False,True,To deduct 832 from,False,False,False,True
205,phase9_confirmatory_negative_subtraction,Deduct 91 from 307.,91,307,,False,To deduct 91 from,To deduct 91 from,False,False,False,True,To deduct 91 from,False,False,False,True,To deduct 91 from,False,False,False,True,To deduct 91 from,False,False,False,True,To deduct 91 from,False,False,False,True,To deduct 91 from,False,False,False,True,To deduct 91 from,False,False,False,True,To deduct 91 from,False,False,False,True,To deduct 91 from,False,False,False,True
206,phase9_confirmatory_negative_subtraction,Deduct 4 from 73.,4,73,,False,To calculate the difference between 73,To calculate the difference between 73,False,False,False,True,To calculate the difference between 73,False,False,False,True,To calculate the difference between 73,False,False,False,True,To calculate the difference between 73,False,False,False,True,To calculate the difference between 73,False,False,False,True,To calculate the difference between 73,False,False,False,True,To calculate the difference between 73,False,False,False,True,To calculate the difference between 73,False,False,False,True,To calculate the difference between 73,False,False,False,True
207,phase9_confirmatory_negative_subtraction,Deduct 17 from 528.,17,528,,False,To calculate the final amount after deduct,To calculate the final amount after deduct,False,False,False,True,To calculate the final amount after deduct,False,False,False,True,To calculate the final amount after deduct,False,False,False,True,To calculate the final amount after deduct,False,False,False,True,To calculate the final amount after deduct,False,False,False,True,To calculate the final amount after deduct,False,False,False,True,To calculate the final amount after deduct,False,False,False,True,To calculate the final amount after deduct,False,False,False,True,To calculate the final amount after deduct,False,False,False,True
208,phase9_confirmatory_negative_subtraction,How far numerically is 4012 from 2566?,4012,2566,,False,The numerically closest value to 4,The numerically closest value to 4,False,False,False,True,The numerically closest value to 4,False,False,False,True,The numerically closest value to 4,False,False,False,True,The numerically closest value to 4,False,False,False,True,The numerically closest value to 4,False,False,False,True,The numerically closest value to 4,False,False,False,True,The numerically closest value to 4,False,False,False,True,The numerically closest value to 4,False,False,False,True,The numerically closest value to 4,False,False,False,True
209,phase9_confirmatory_negative_subtraction,How far numerically is 208 from 2?,208,2,,False,"Yes, 208 is","Yes, 208 is",False,False,False,True,"Yes, 208 is",False,False,False,True,"Yes, 208 is",False,False,False,True,"Yes, 208 is",False,False,False,True,"Yes, 208 is",False,False,False,True,"Yes, 208 is",False,False,False,True,"Yes, 208 is",False,False,False,True,"Yes, 208 is",False,False,False,True,"Yes, 208 is",False,False,False,True
210,phase9_confirmatory_negative_subtraction,How far numerically is 8 from 817?,8,817,,False,The numeral 8 is 8,The numeral 8 is 8,False,False,False,True,The numeral 8 is 8,False,False,False,True,The numeral 8 is 8,False,False,False,True,The numeral 8 is 8,False,False,False,True,The numeral 8 is 8,False,False,False,True,The numeral 8 is 8,False,False,False,True,The numeral 8 is 8,False,False,False,True,The numeral 8 is 8,False,False,False,True,The numeral 8 is 8,False,False,False,True
211,phase9_confirmatory_negative_subtraction,How far numerically is 8846 from 4631?,8846,4631,,False,The number 8846 is,The number 8846 is,False,False,False,True,The number 8846 is,False,False,False,True,The number 8846 is,False,False,False,True,The number 8846 is,False,False,False,True,The number 8846 is,False,False,False,True,The number 8846 is,False,False,False,True,The number 8846 is,False,False,False,True,The number 8846 is,False,False,False,True,The number 8846 is,False,False,False,True
212,phase9_confirmatory_negative_subtraction,Apply SUB to 74 and 70.,74,70,,False,To apply SUB to 74 and,To apply SUB to 74 and,False,False,False,True,To apply SUB to 74 and,False,False,False,True,To apply SUB to 74 and,False,False,False,True,To apply SUB to 74 and,False,False,False,True,To apply SUB to 74 and,False,False,False,True,To apply SUB to 74 and,False,False,False,True,To apply SUB to 74 and,False,False,False,True,To apply SUB to 74 and,False,False,False,True,To apply SUB to 74 and,False,False,False,True
213,phase9_confirmatory_negative_subtraction,Apply SUB to 6235 and 5.,6235,5,,False,To apply SUB to 623,To apply SUB to 623,False,False,False,True,To apply SUB to 623,False,False,False,True,To apply SUB to 623,False,False,False,True,To apply SUB to 623,False,False,False,True,To apply SUB to 623,False,False,False,True,To apply SUB to 623,False,False,False,True,To apply SUB to 623,False,False,False,True,To apply SUB to 623,False,False,False,True,To apply SUB to 623,False,False,False,True
214,phase9_confirmatory_negative_subtraction,Apply SUB to 7 and 8417.,7,8417,,False,"SUB(7, 841","SUB(7, 841",False,False,False,True,"SUB(7, 841",False,False,False,True,"SUB(7, 841",False,False,False,True,"SUB(7, 841",False,False,False,True,"SUB(7, 841",False,False,False,True,"SUB(7, 841",False,False,False,True,"SUB(7, 841",False,False,False,True,"SUB(7, 841",False,False,False,True,"SUB(7, 841",False,False,False,True
215,phase9_confirmatory_negative_subtraction,Apply SUB to 97 and 5799.,97,5799,,False,"SUB(97, 57","SUB(97, 57",False,False,False,True,"SUB(97, 57",False,False,False,True,"SUB(97, 57",False,False,False,True,"SUB(97, 57",False,False,False,True,"SUB(97, 57",False,False,False,True,"SUB(97, 57",False,False,False,True,"SUB(97, 57",False,False,False,True,"SUB(97, 57",False,False,False,True,"SUB(97, 57",False,False,False,True
216,phase9_confirmatory_negative_subtraction,Find the absolute difference between 10 and 9948.,10,9948,,False,The absolute difference between 10 and,The absolute difference between 10 and,False,False,False,True,The absolute difference between 10 and,False,False,False,True,The absolute difference between 10 and,False,False,False,True,The absolute difference between 10 and,False,False,False,True,The absolute difference between 10 and,False,False,False,True,The absolute difference between 10 and,False,False,False,True,The absolute difference between 10 and,False,False,False,True,The absolute difference between 10 and,False,False,False,True,The absolute difference between 10 and,False,False,False,True
217,phase9_confirmatory_negative_subtraction,Find the absolute difference between 6961 and 5.,6961,5,,False,The absolute difference between 696,The absolute difference between 696,False,False,False,True,The absolute difference between 696,False,False,False,True,The absolute difference between 696,False,False,False,True,The absolute difference between 696,False,False,False,True,The absolute difference between 696,False,False,False,True,The absolute difference between 696,False,False,False,True,The absolute difference between 696,False,False,False,True,The absolute difference between 696,False,False,False,True,The absolute difference between 696,False,False,False,True
218,phase9_confirmatory_negative_subtraction,Find the absolute difference between 9 and 6489.,9,6489,,False,The absolute difference between 9 and,The absolute difference between 9 and,False,False,False,True,The absolute difference between 9 and,False,False,False,True,The absolute difference between 9 and,False,False,False,True,The absolute difference between 9 and,False,False,False,True,The absolute difference between 9 and,False,False,False,True,The absolute difference between 9 and,False,False,False,True,The absolute difference between 9 and,False,False,False,True,The absolute difference between 9 and,False,False,False,True,The absolute difference between 9 and,False,False,False,True
219,phase9_confirmatory_negative_subtraction,Find the absolute difference between 5929 and 9317.,5929,9317,,False,The absolute difference between 592,The absolute difference between 592,False,False,False,True,The absolute difference between 592,False,False,False,True,The absolute difference between 592,False,False,False,True,The absolute difference between 592,False,False,False,True,The absolute difference between 592,False,False,False,True,The absolute difference between 592,False,False,False,True,The absolute difference between 592,False,False,False,True,The absolute difference between 592,False,False,False,True,The absolute difference between 592,False,False,False,True
220,phase9_confirmatory_negative_comparison,Determine whether 4 exceeds 100.,4,100,,False,"Yes, 4 exceeds 1","Yes, 4 exceeds 1",False,False,False,True,"Yes, 4 exceeds 1",False,False,False,True,"Yes, 4 exceeds 1",False,False,False,True,"Yes, 4 exceeds 1",False,False,False,True,"Yes, 4 exceeds 1",False,False,False,True,"Yes, 4 exceeds 1",False,False,False,True,"Yes, 4 exceeds 1",False,False,False,True,"Yes, 4 exceeds 1",False,False,False,True,"Yes, 4 exceeds 1",False,False,False,True
221,phase9_confirmatory_negative_comparison,Determine whether 52 exceeds 4785.,52,4785,,False,"Yes, 52 exceeds","Yes, 52 exceeds",False,False,False,True,"Yes, 52 exceeds",False,False,False,True,"Yes, 52 exceeds",False,False,False,True,"Yes, 52 exceeds",False,False,False,True,"Yes, 52 exceeds",False,False,False,True,"Yes, 52 exceeds",False,False,False,True,"Yes, 52 exceeds",False,False,False,True,"Yes, 52 exceeds",False,False,False,True,"Yes, 52 exceeds",False,False,False,True
222,phase9_confirmatory_negative_comparison,Determine whether 9802 exceeds 8.,9802,8,,False,"Yes, 9802 exceed","Yes, 9802 exceed",False,False,False,True,"Yes, 9802 exceed",False,False,False,True,"Yes, 9802 exceed",False,False,False,True,"Yes, 9802 exceed",False,False,False,True,"Yes, 9802 exceed",False,False,False,True,"Yes, 9802 exceed",False,False,False,True,"Yes, 9802 exceed",False,False,False,True,"Yes, 9802 exceed",False,False,False,True,"Yes, 9802 exceed",False,False,False,True
223,phase9_confirmatory_negative_comparison,Determine whether 715 exceeds 4.,715,4,,False,"Yes, 715 exceeds","Yes, 715 exceeds",False,False,False,True,"Yes, 715 exceeds",False,False,False,True,"Yes, 715 exceeds",False,False,False,True,"Yes, 715 exceeds",False,False,False,True,"Yes, 715 exceeds",False,False,False,True,"Yes, 715 exceeds",False,False,False,True,"Yes, 715 exceeds",False,False,False,True,"Yes, 715 exceeds",False,False,False,True,"Yes, 715 exceeds",False,False,False,True
224,phase9_confirmatory_negative_comparison,Return whichever is smaller: 565 or 93.,565,93,,False,Both 565 and,Both 565 and,False,False,False,True,Both 565 and,False,False,False,True,Both 565 and,False,False,False,True,Both 565 and,False,False,False,True,Both 565 and,False,False,False,True,Both 565 and,False,False,False,True,Both 565 and,False,False,False,True,Both 565 and,False,False,False,True,Both 565 and,False,False,False,True
225,phase9_confirmatory_negative_comparison,Return whichever is smaller: 1381 or 3.,1381,3,,False,Both 1381 and,Both 1381 and,False,False,False,True,Both 1381 and,False,False,False,True,Both 1381 and,False,False,False,True,Both 1381 and,False,False,False,True,Both 1381 and,False,False,False,True,Both 1381 and,False,False,False,True,Both 1381 and,False,False,False,True,Both 1381 and,False,False,False,True,Both 1381 and,False,False,False,True
226,phase9_confirmatory_negative_comparison,Return whichever is smaller: 77 or 3.,77,3,,False,Both 77 and 3,Both 77 and 3,False,False,False,True,Both 77 and 3,False,False,False,True,Both 77 and 3,False,False,False,True,Both 77 and 3,False,False,False,True,Both 77 and 3,False,False,False,True,Both 77 and 3,False,False,False,True,Both 77 and 3,False,False,False,True,Both 77 and 3,False,False,False,True,Both 77 and 3,False,False,False,True
227,phase9_confirmatory_negative_comparison,Return whichever is smaller: 7741 or 9.,7741,9,,False,Both 7741 and,Both 7741 and,False,False,False,True,Both 7741 and,False,False,False,True,Both 7741 and,False,False,False,True,Both 7741 and,False,False,False,True,Both 7741 and,False,False,False,True,Both 7741 and,False,False,False,True,Both 7741 and,False,False,False,True,Both 7741 and,False,False,False,True,Both 7741 and,False,False,False,True
228,phase9_confirmatory_negative_comparison,Compare the values 112 and 57; give no total.,112,57,,False,Both 112 and,Both 112 and,False,False,False,True,Both 112 and,False,False,False,True,Both 112 and,False,False,False,True,Both 112 and,False,False,False,True,Both 112 and,False,False,False,True,Both 112 and,False,False,False,True,Both 112 and,False,False,False,True,Both 112 and,False,False,False,True,Both 112 and,False,False,False,True
229,phase9_confirmatory_negative_comparison,Compare the values 4 and 440; give no total.,4,440,,False,There is no total value in the given,There is no total value in the given,False,False,False,True,There is no total value in the given,False,False,False,True,There is no total value in the given,False,False,False,True,There is no total value in the given,False,False,False,True,There is no total value in the given,False,False,False,True,There is no total value in the given,False,False,False,True,There is no total value in the given,False,False,False,True,There is no total value in the given,False,False,False,True,There is no total value in the given,False,False,False,True
230,phase9_confirmatory_negative_comparison,Compare the values 96 and 275; give no total.,96,275,,False,To compare the values 96 and,To compare the values 96 and,False,False,False,True,To compare the values 96 and,False,False,False,True,To compare the values 96 and,False,False,False,True,To compare the values 96 and,False,False,False,True,To compare the values 96 and,False,False,False,True,To compare the values 96 and,False,False,False,True,To compare the values 96 and,False,False,False,True,To compare the values 96 and,False,False,False,True,To compare the values 96 and,False,False,False,True
231,phase9_confirmatory_negative_comparison,Compare the values 5421 and 7184; give no total.,5421,7184,,False,To compare the values 542,To compare the values 542,False,False,False,True,To compare the values 542,False,False,False,True,To compare the values 542,False,False,False,True,To compare the values 542,False,False,False,True,To compare the values 542,False,False,False,True,To compare the values 542,False,False,False,True,To compare the values 542,False,False,False,True,To compare the values 542,False,False,False,True,To compare the values 542,False,False,False,True
232,phase9_confirmatory_negative_comparison,Are 57 and 5285 equal?,57,5285,,False,"No, 57 and 5","No, 57 and 5",False,False,False,True,"No, 57 and 5",False,False,False,True,"No, 57 and 5",False,False,False,True,"No, 57 and 5",False,False,False,True,"No, 57 and 5",False,False,False,True,"No, 57 and 5",False,False,False,True,"No, 57 and 5",False,False,False,True,"No, 57 and 5",False,False,False,True,"No, 57 and 5",False,False,False,True
233,phase9_confirmatory_negative_comparison,Are 6509 and 835 equal?,6509,835,,False,"No, 6509 and","No, 6509 and",False,False,False,True,"No, 6509 and",False,False,False,True,"No, 6509 and",False,False,False,True,"No, 6509 and",False,False,False,True,"No, 6509 and",False,False,False,True,"No, 6509 and",False,False,False,True,"No, 6509 and",False,False,False,True,"No, 6509 and",False,False,False,True,"No, 6509 and",False,False,False,True
234,phase9_confirmatory_negative_comparison,Are 5393 and 2 equal?,5393,2,,False,"No, 5393 and","No, 5393 and",False,False,False,True,"No, 5393 and",False,False,False,True,"No, 5393 and",False,False,False,True,"No, 5393 and",False,False,False,True,"No, 5393 and",False,False,False,True,"No, 5393 and",False,False,False,True,"No, 5393 and",False,False,False,True,"No, 5393 and",False,False,False,True,"No, 5393 and",False,False,False,True
235,phase9_confirmatory_negative_comparison,Are 10 and 413 equal?,10,413,,False,"No, 10 and 4","No, 10 and 4",False,False,False,True,"No, 10 and 4",False,False,False,True,"No, 10 and 4",False,False,False,True,"No, 10 and 4",False,False,False,True,"No, 10 and 4",False,False,False,True,"No, 10 and 4",False,False,False,True,"No, 10 and 4",False,False,False,True,"No, 10 and 4",False,False,False,True,"No, 10 and 4",False,False,False,True
236,phase9_confirmatory_negative_comparison,Sort 3092 and 4705 from low to high.,3092,4705,,False,To sort 3092 and,To sort 3092 and,False,False,False,True,To sort 3092 and,False,False,False,True,To sort 3092 and,False,False,False,True,To sort 3092 and,False,False,False,True,To sort 3092 and,False,False,False,True,To sort 3092 and,False,False,False,True,To sort 3092 and,False,False,False,True,To sort 3092 and,False,False,False,True,To sort 3092 and,False,False,False,True
237,phase9_confirmatory_negative_comparison,Sort 659 and 74 from low to high.,659,74,,False,To sort 659 and,To sort 659 and,False,False,False,True,To sort 659 and,False,False,False,True,To sort 659 and,False,False,False,True,To sort 659 and,False,False,False,True,To sort 659 and,False,False,False,True,To sort 659 and,False,False,False,True,To sort 659 and,False,False,False,True,To sort 659 and,False,False,False,True,To sort 659 and,False,False,False,True
238,phase9_confirmatory_negative_comparison,Sort 9 and 84 from low to high.,9,84,,False,To sort the numbers 9 and,To sort the numbers 9 and,False,False,False,True,To sort the numbers 9 and,False,False,False,True,To sort the numbers 9 and,False,False,False,True,To sort the numbers 9 and,False,False,False,True,To sort the numbers 9 and,False,False,False,True,To sort the numbers 9 and,False,False,False,True,To sort the numbers 9 and,False,False,False,True,To sort the numbers 9 and,False,False,False,True,To sort the numbers 9 and,False,False,False,True
239,phase9_confirmatory_negative_comparison,Sort 940 and 141 from low to high.,940,141,,False,To sort the numbers 940,To sort the numbers 940,False,False,False,True,To sort the numbers 940,False,False,False,True,To sort the numbers 940,False,False,False,True,To sort the numbers 940,False,False,False,True,To sort the numbers 940,False,False,False,True,To sort the numbers 940,False,False,False,True,To sort the numbers 940,False,False,False,True,To sort the numbers 940,False,False,False,True,To sort the numbers 940,False,False,False,True
240,phase9_confirmatory_negative_concatenation,Join the digit strings 359 and 1479 end to end.,359,1479,,False,The digit strings 359 and,The digit strings 359 and,False,False,False,True,The digit strings 359 and,False,False,False,True,The digit strings 359 and,False,False,False,True,The digit strings 359 and,False,False,False,True,The digit strings 359 and,False,False,False,True,The digit strings 359 and,False,False,False,True,The digit strings 359 and,False,False,False,True,The digit strings 359 and,False,False,False,True,The digit strings 359 and,False,False,False,True
241,phase9_confirmatory_negative_concatenation,Join the digit strings 12 and 762 end to end.,12,762,,False,The digit strings 12 and,The digit strings 12 and,False,False,False,True,The digit strings 12 and,False,False,False,True,The digit strings 12 and,False,False,False,True,The digit strings 12 and,False,False,False,True,The digit strings 12 and,False,False,False,True,The digit strings 12 and,False,False,False,True,The digit strings 12 and,False,False,False,True,The digit strings 12 and,False,False,False,True,The digit strings 12 and,False,False,False,True
242,phase9_confirmatory_negative_concatenation,Join the digit strings 7467 and 67 end to end.,7467,67,,False,The digit strings 7467,The digit strings 7467,False,False,False,True,The digit strings 7467,False,False,False,True,The digit strings 7467,False,False,False,True,The digit strings 7467,False,False,False,True,The digit strings 7467,False,False,False,True,The digit strings 7467,False,False,False,True,The digit strings 7467,False,False,False,True,The digit strings 7467,False,False,False,True,The digit strings 7467,False,False,False,True
243,phase9_confirmatory_negative_concatenation,Join the digit strings 7 and 336 end to end.,7,336,,False,The digit strings 7 and 3,The digit strings 7 and 3,False,False,False,True,The digit strings 7 and 3,False,False,False,True,The digit strings 7 and 3,False,False,False,True,The digit strings 7 and 3,False,False,False,True,The digit strings 7 and 3,False,False,False,True,The digit strings 7 and 3,False,False,False,True,The digit strings 7 and 3,False,False,False,True,The digit strings 7 and 3,False,False,False,True,The digit strings 7 and 3,False,False,False,True
244,phase9_confirmatory_negative_concatenation,"Print 16, a slash, then 3422.",16,3422,,False,Print 16 / 34,3438,False,True,False,False,3438,False,True,False,False,3438,False,True,False,False,Print 16 / 34,False,False,False,True,Print 16 / 34,False,False,False,True,Print 16 / 34,False,False,False,True,Print 16 / 34,False,False,False,True,Print 16 / 34,False,False,False,True,Print 16 / 34,False,False,False,True
245,phase9_confirmatory_negative_concatenation,"Print 7102, a slash, then 2728.",7102,2728,,False,"Print 7102, a",9830,False,True,False,False,9830,False,True,False,False,9830,False,True,False,False,"Print 7102, a",False,False,False,True,"Print 7102, a",False,False,False,True,"Print 7102, a",False,False,False,True,9830,False,True,False,False,9830,False,True,False,False,9830,False,True,False,False
246,phase9_confirmatory_negative_concatenation,"Print 38, a slash, then 686.",38,686,,False,"Print 38, slash,","Print 38, slash,",False,False,False,True,"Print 38, slash,",False,False,False,True,"Print 38, slash,",False,False,False,True,"Print 38, slash,",False,False,False,True,"Print 38, slash,",False,False,False,True,"Print 38, slash,",False,False,False,True,"Print 38, slash,",False,False,False,True,"Print 38, slash,",False,False,False,True,"Print 38, slash,",False,False,False,True
247,phase9_confirmatory_negative_concatenation,"Print 39, a slash, then 667.",39,667,,False,"Print 39, a slash,","Print 39, a slash,",False,False,False,True,"Print 39, a slash,",False,False,False,True,"Print 39, a slash,",False,False,False,True,"Print 39, a slash,",False,False,False,True,"Print 39, a slash,",False,False,False,True,"Print 39, a slash,",False,False,False,True,"Print 39, a slash,",False,False,False,True,"Print 39, a slash,",False,False,False,True,"Print 39, a slash,",False,False,False,True
248,phase9_confirmatory_negative_concatenation,Place 4921 immediately after 519 as text.,4921,519,,False,Place 4921 immediately after,Place 4921 immediately after,False,False,False,True,Place 4921 immediately after,False,False,False,True,Place 4921 immediately after,False,False,False,True,Place 4921 immediately after,False,False,False,True,Place 4921 immediately after,False,False,False,True,Place 4921 immediately after,False,False,False,True,Place 4921 immediately after,False,False,False,True,Place 4921 immediately after,False,False,False,True,Place 4921 immediately after,False,False,False,True
249,phase9_confirmatory_negative_concatenation,Place 5479 immediately after 4 as text.,5479,4,,False,Place 5479 immediately after,Place 5479 immediately after,False,False,False,True,Place 5479 immediately after,False,False,False,True,Place 5479 immediately after,False,False,False,True,Place 5479 immediately after,False,False,False,True,Place 5479 immediately after,False,False,False,True,Place 5479 immediately after,False,False,False,True,Place 5479 immediately after,False,False,False,True,Place 5479 immediately after,False,False,False,True,Place 5479 immediately after,False,False,False,True
250,phase9_confirmatory_negative_concatenation,Place 707 immediately after 84 as text.,707,84,,False,707 immediately after 84,707 immediately after 84,False,False,False,True,707 immediately after 84,False,False,False,True,707 immediately after 84,False,False,False,True,707 immediately after 84,False,False,False,True,707 immediately after 84,False,False,False,True,707 immediately after 84,False,False,False,True,707 immediately after 84,False,False,False,True,707 immediately after 84,False,False,False,True,707 immediately after 84,False,False,False,True
251,phase9_confirmatory_negative_concatenation,Place 49 immediately after 114 as text.,49,114,,False,Place 49 immediately after 1,Place 49 immediately after 1,False,False,False,True,Place 49 immediately after 1,False,False,False,True,Place 49 immediately after 1,False,False,False,True,Place 49 immediately after 1,False,False,False,True,Place 49 immediately after 1,False,False,False,True,Place 49 immediately after 1,False,False,False,True,Place 49 immediately after 1,False,False,False,True,Place 49 immediately after 1,False,False,False,True,Place 49 immediately after 1,False,False,False,True
252,phase9_confirmatory_negative_concatenation,List 4904 and 1 separated by a comma.,4904,1,,False,List 4904:,List 4904:,False,False,False,True,List 4904:,False,False,False,True,List 4904:,False,False,False,True,List 4904:,False,False,False,True,List 4904:,False,False,False,True,List 4904:,False,False,False,True,List 4904:,False,False,False,True,List 4904:,False,False,False,True,List 4904:,False,False,False,True
253,phase9_confirmatory_negative_concatenation,List 80 and 5441 separated by a comma.,80,5441,,False,"List 80, 54","List 80, 54",False,False,False,True,"List 80, 54",False,False,False,True,"List 80, 54",False,False,False,True,"List 80, 54",False,False,False,True,"List 80, 54",False,False,False,True,"List 80, 54",False,False,False,True,"List 80, 54",False,False,False,True,"List 80, 54",False,False,False,True,"List 80, 54",False,False,False,True
254,phase9_confirmatory_negative_concatenation,List 2015 and 295 separated by a comma.,2015,295,,False,"List 2015,","List 2015,",False,False,False,True,"List 2015,",False,False,False,True,"List 2015,",False,False,False,True,"List 2015,",False,False,False,True,"List 2015,",False,False,False,True,"List 2015,",False,False,False,True,"List 2015,",False,False,False,True,"List 2015,",False,False,False,True,"List 2015,",False,False,False,True
255,phase9_confirmatory_negative_concatenation,List 4105 and 1775 separated by a comma.,4105,1775,,False,List 4105:,List 4105:,False,False,False,True,List 4105:,False,False,False,True,List 4105:,False,False,False,True,List 4105:,False,False,False,True,List 4105:,False,False,False,True,List 4105:,False,False,False,True,List 4105:,False,False,False,True,List 4105:,False,False,False,True,List 4105:,False,False,False,True
256,phase9_confirmatory_negative_concatenation,Echo both codes 42 | 14.,42,14,,False,To echo both codes 42 and,To echo both codes 42 and,False,False,False,True,To echo both codes 42 and,False,False,False,True,To echo both codes 42 and,False,False,False,True,To echo both codes 42 and,False,False,False,True,To echo both codes 42 and,False,False,False,True,To echo both codes 42 and,False,False,False,True,To echo both codes 42 and,False,False,False,True,To echo both codes 42 and,False,False,False,True,To echo both codes 42 and,False,False,False,True
257,phase9_confirmatory_negative_concatenation,Echo both codes 2407 | 87.,2407,87,,False,Both codes 2407,Both codes 2407,False,False,False,True,Both codes 2407,False,False,False,True,Both codes 2407,False,False,False,True,Both codes 2407,False,False,False,True,Both codes 2407,False,False,False,True,Both codes 2407,False,False,False,True,Both codes 2407,False,False,False,True,Both codes 2407,False,False,False,True,Both codes 2407,False,False,False,True
258,phase9_confirmatory_negative_concatenation,Echo both codes 15 | 961.,15,961,,False,Both codes 15 and,Both codes 15 and,False,False,False,True,Both codes 15 and,False,False,False,True,Both codes 15 and,False,False,False,True,Both codes 15 and,False,False,False,True,Both codes 15 and,False,False,False,True,Both codes 15 and,False,False,False,True,Both codes 15 and,False,False,False,True,Both codes 15 and,False,False,False,True,Both codes 15 and,False,False,False,True
